acc_x,acc_y,angle,speed,label,origin
0.0,0.0,0.08072096591319,0.0,normal,sumo
0.143256053590819,0.0002018259419422,0.08072096591319,0.0143256195761741,normal,sumo
0.2646420717185016,0.0003728403377263,0.08072096591319,0.0407898530117713,normal,sumo
0.4684214738229766,0.000659934451708,0.08072096591319,0.0876320468813981,normal,sumo
0.7746760655302245,0.0010914004867979,0.08072096591319,0.1650997303152282,normal,sumo
1.1660614998507952,0.0016428029020136,0.08072096591319,0.2817059960231935,normal,sumo
1.5743209769147353,0.002217978271221,0.08072096591319,0.4391382499542536,normal,sumo
1.9189890459810608,0.0027035630402628,0.08072096591319,0.6310373449976753,normal,sumo
2.1613372496504017,0.0030449947163251,0.08072096591319,0.8471712844592783,normal,sumo
2.310102009643255,0.0032545815858555,0.08072096591319,1.0781817146839567,normal,sumo
2.393135815662666,0.0033715635610869,0.08072096591319,1.3174955337510608,normal,sumo
2.4427246922267845,0.003441426728985,0.0807209659135208,1.561768245395902,normal,sumo
2.455659799645865,0.0034596503235315,0.08072096591319,1.807334469066364,normal,sumo
2.462324497266342,0.0034690398665301,0.08072096591319,2.0535671631602948,normal,sumo
2.4683196471629274,0.0034774861188499,0.08072096591319,2.300399372838858,normal,sumo
2.45903590112771,0.0034644067358897,0.0807209659135208,2.5463032069925573,normal,sumo
2.4482641352299432,0.0034492309597587,0.0807209659135208,2.7911298634874626,normal,sumo
2.4349679398928314,0.0034304986473508,0.08072096591319,3.0346268991291088,normal,sumo
2.423006214807715,0.0034136464001331,0.0807209659135208,3.2769277610751315,normal,sumo
2.3859482986618943,0.0033614374452786,0.08072096591319,3.515522827728851,normal,sumo
2.3627471330595595,0.0033287505396681,0.08072096591319,3.751797775519795,normal,sumo
2.3454907927761792,0.0033044389867189,0.08072096591319,3.986347087569838,normal,sumo
2.2924096122369515,0.0032296556948914,0.08072096591319,4.215588276298048,normal,sumo
2.26400372739914,0.0031896361332716,0.08072096591319,4.441988873723405,normal,sumo
2.24792000235703,0.003166976616447,0.08072096591319,4.666781097048362,normal,sumo
2.21461508623244,0.0031200550665392,0.08072096591319,4.888242825455595,normal,sumo
2.1327646445869983,0.0030047402713341,0.0807209659135208,5.101519501575241,normal,sumo
2.0568806192012703,0.0028978312471098,0.08072096591319,5.307207767625391,normal,sumo
1.9985613347240727,0.0028156682653277,0.0807209659135208,5.507064099440068,normal,sumo
1.924040062054332,0.0027106791519467,0.08072096591319,5.699468296592093,normal,sumo
1.823276572148628,0.0025687187547847,0.08072096591319,5.881796134753524,normal,sumo
1.758093898864529,0.0024768863043987,0.08072096591319,6.057605699117652,normal,sumo
1.6733820303387812,0.0023575401948951,0.08072096591319,6.224944068222185,normal,sumo
1.5386973610162729,0.002167790026797,0.0807209659135208,6.378813957028021,normal,sumo
1.4337195118550452,0.002019892239869,0.0807209659135208,6.522186050499468,normal,sumo
1.2687131142862995,0.0017874233788174,0.08072096591319,6.649057487838389,normal,sumo
1.161478764410408,0.0016363465263646,0.0807209659135208,6.765205479547514,normal,sumo
1.0575991255543296,0.0014899959503483,0.0807209659135208,6.870965497061753,normal,sumo
0.8815919571736156,0.0012420286801579,0.0807209659135208,6.959124780270525,normal,sumo
0.7105720304872499,0.0010010876732689,0.08072096591319,7.030182053838211,normal,sumo
0.5018035792721439,0.0007069647496076,0.08072096591319,7.080362461565679,normal,sumo
0.3811533148749704,0.0005369869186757,0.0807209659135208,7.118477830879793,normal,sumo
0.0339702405210236,4.785889056210112e-05,0.08072096591319,7.121874858303188,normal,sumo
-0.2542356907275689,-0.0003581793332322,0.0807209659135208,7.096451263999439,normal,sumo
-0.518387015618312,-0.0007303282834879,0.0807209659135208,7.0446125109915725,normal,sumo
-0.9002742552629457,-0.0012683491902814,0.08072096591319,6.954584996119789,normal,sumo
-0.9015213855072316,-0.0012701062066864,0.08072096591319,6.8644327680998085,normal,sumo
-1.1813441456075982,-0.0016643338202395,0.08072096591319,6.746298236299475,normal,sumo
-1.414782861282272,-0.0019932133858557,0.08072096591319,6.604819809764626,normal,sumo
-1.707149420704553,-0.0024051133005104,0.08072096591319,6.434104698272354,normal,sumo
-2.0207589687133,-0.0028469413478594,0.08072096591319,6.232028600855805,normal,sumo
-1.9042224432126007,-0.0026827591479432,0.08072096591319,6.041606167554704,normal,sumo
-2.0638507671639634,-0.0029076511230906,0.0807209659135208,5.8352208860165495,normal,sumo
-2.2069310716482464,-0.0031092294613206,0.08072096591319,5.614527559830316,normal,sumo
-2.463231340113732,-0.0034703174698654,0.08072096591319,5.368204181361649,normal,sumo
-2.8913196284543727,-0.0040734286115111,0.08072096591319,5.079071931574355,normal,sumo
-2.606154144922221,-0.003671673915073,0.08072096591319,4.818456258440819,normal,sumo
-2.731700066695128,-0.0038485489809686,0.08072096591319,4.545285980670498,normal,sumo
-2.834082253868243,-0.0039927898758305,0.08072096591319,4.261877474022199,normal,sumo
-2.8811730431800284,-0.0040591336195777,0.08072096591319,3.973759883769313,normal,sumo
-2.938247732971309,-0.0041395431571815,0.08072096591319,3.6799348188730634,normal,sumo
-2.3382483284258586,-0.0032942354584711,0.08072096591319,3.446109753976812,normal,sumo
-1.7382489238804082,-0.0024489277597606,0.08072096591319,3.272284689080561,normal,sumo
-1.1382495193349575,-0.0016036200610568,0.0807209659135208,3.158459624184311,normal,sumo
-0.5382501147895071,-0.0007583123623398,0.08072096591319,3.1046345592880606,normal,sumo
0.0617492897559432,8.699533637061532e-05,0.08072096591319,3.1108094943918103,normal,sumo
0.3617489920286663,0.0005096491857258,0.08072096591319,3.14698442949556,normal,sumo
0.6617486943013893,0.000932303035081,0.08072096591319,3.213159364599309,normal,sumo
0.9617483965741124,0.0013549568844362,0.08072096591319,3.309334299703058,normal,sumo
1.2617480988468353,0.0017776107337914,0.08072096591319,3.435509234806807,normal,sumo
1.5617478011195582,0.0022002645831466,0.08072096591319,3.591684169910556,normal,sumo
1.8617475033922812,0.0026229184325019,0.08072096591319,3.777859105014304,normal,sumo
2.161689599377143,0.0160727301870652,0.4260013258739716,3.994034040118053,normal,sumo
2.160682851162905,0.0453858514734166,1.2033396680398107,4.210149987211816,normal,sumo
2.012623993655631,0.0709629208636053,2.0193499877929435,4.411537451468552,normal,sumo
1.8347562651432523,0.0920013093870674,2.870613106122292,4.595243597076459,normal,sumo
1.7857540875771314,0.1172325612287972,3.756007865862879,4.774203400795359,normal,sumo
1.6227739043595604,0.1326237759426443,4.672204835757358,4.937021833738796,normal,sumo
1.535508891355842,0.1510231202207097,5.617191024966864,5.091313620243264,normal,sumo
1.369503537016007,0.1581516724574284,6.587395893872047,5.229174125443283,normal,sumo
1.2350976043987412,0.1818296364375316,8.374860099504996,5.354015148712019,normal,sumo
1.2396801063486698,0.2658742616002173,12.104854989908604,5.480802209923253,normal,sumo
1.079029209394742,0.3027115499634444,15.670967065885929,5.592870863756888,normal,sumo
0.9849336545664268,0.3308827511323773,18.56947581326897,5.69677359225304,normal,sumo
0.8467798691540642,0.3341024948851345,21.53203512588432,5.787804390551915,normal,sumo
0.6486963081265624,0.296083207862681,24.533287368473797,5.859111624838156,normal,sumo
0.5566233419294353,0.3088591356206112,29.025016105437984,5.922768793361191,normal,sumo
0.4592157183565642,0.3252392891365568,35.30801367255415,5.979041315179907,normal,sumo
0.3231038795234533,0.2873335364759006,41.64642325377186,6.022279802450723,normal,sumo
0.197276092795045,0.2043518179889995,46.009310468366486,6.050683591335991,normal,sumo
0.13334657882965,0.1557008091936237,49.42231513999266,6.071183360132034,normal,sumo
0.2322397193617975,0.3065102936714887,52.849162464509455,6.1096390290737945,normal,sumo
0.1961933376653358,0.3120669943532028,57.84284350939696,6.146500612695352,normal,sumo
0.1193112460456329,0.2423975628491054,63.792986440975945,6.173517598446569,normal,sumo
0.066084163537238,0.1708694707138779,68.85590624122615,6.191837940335425,normal,sumo
0.0388073424761661,0.1157552857790197,71.46610246843666,6.204046665091044,normal,sumo
0.0511904690993783,0.179570729542275,74.0886675457631,6.222719134406846,normal,sumo
0.0305936139009333,0.1295249417336491,76.71038388502737,6.236028033588456,normal,sumo
0.0238893407071602,0.1266747286999808,79.32013289167647,6.248918800629496,normal,sumo
0.0145835658128766,0.1087370757934653,82.36120563214345,6.259889868054287,normal,sumo
0.004924175136279,0.0493839478009206,84.30574176480238,6.264852752096028,normal,sumo
0.0293052820289519,0.348398516783336,85.19192619347362,6.29981563613777,normal,sumo
0.0384715446117993,0.5623659383858536,86.08648389564628,6.356183668603115,normal,sumo
0.0394597826572331,0.7508396299648319,86.9916332532337,6.431371248985322,normal,sumo
0.0328443798111188,0.8995739385476359,87.90900032763001,6.521388581993986,normal,sumo
0.0205166020847721,1.0129513670849817,88.83967380761275,6.622704494023659,normal,sumo
0.0037249800795941,0.9820486002794572,89.78267408177828,6.720910060504762,normal,sumo
