acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle,label,origin
0.0,0.0,10.18564510345459,-6.72156602377072e-07,3.198800300197036e-07,-2.703960666483596e-11,270.02560023225453,normal,carla
0.0,0.0,10.038223266601562,-6.261567477849894e-07,-4.9337771201862786e-08,-4.6048911211959975e-11,270.02560023225453,normal,carla
0.0,0.0,9.931377410888672,8.042913464123558e-07,-3.796255043653218e-07,-8.14335820997769e-11,270.02560023225453,normal,carla
0.0,0.0,9.870078086853027,-5.518385250979918e-07,2.2611907013470045e-07,-5.859569773836171e-12,270.02560023225453,normal,carla
0.6188960075378418,-0.0015126925427466,9.837920188903809,3.058407855860424e-07,-0.0072514456696808,-7.328902574954554e-05,270.02535434544444,normal,carla
11.66740608215332,0.0011197226122021,9.804670333862305,2.297520040883683e-07,-0.0095431255176663,-5.338294795365073e-05,270.02527238317435,normal,carla
10.949247360229492,0.001493128016591,9.79965114593506,-1.003223042062018e-05,-0.0014760593185201,-0.0019251044141128,270.0249991756076,normal,carla
7.689367294311523,-0.0033737020567059,9.800996780395508,-7.900325726950541e-08,0.0006296663195826,-6.509760623885086e-06,270.02527238317435,normal,carla
6.648277759552002,0.0045850127935409,9.800918579101562,-1.6589353890594793e-07,0.0013573331525549,-6.004922852298478e-06,270.02527238317435,normal,carla
5.864463806152344,-0.0013177513610571,9.801956176757812,6.010396873534773e-07,0.0012465635081753,-6.227156063687289e-06,270.0252450624177,normal,carla
5.545912265777588,-0.002423851750791,9.815451622009276,-9.108362064580433e-08,0.0010453417198732,-6.385595497704344e-06,270.02521774166104,normal,carla
4.450952529907227,-0.0031883898191154,9.812305450439451,7.783216915413504e-07,0.0040348069742321,1.4898823508247008e-07,270.02516310014767,normal,carla
1.8758271932601929,0.0029407241381704,9.785184860229492,-6.927964477654314e-07,0.0009076505666598,-1.3978157767269296e-05,270.02516310014767,normal,carla
3.5483455657958984,0.0059566367417573,9.804640769958496,6.95297103447956e-07,-0.000949467299506,6.76820200169459e-05,270.02516310014767,normal,carla
4.686766624450684,-0.0020169916097074,9.806944847106934,-4.475222795008449e-06,-0.001342603820376,-0.0007266249740496,270.0248352510675,normal,carla
5.222748756408691,0.0121865607798099,9.806085586547852,6.376717647071928e-05,-0.0011806255206465,0.0056483075022697,270.0316927609942,normal,carla
5.468523979187012,-0.0040513984858989,9.804874420166016,-0.00010422898049,-0.0010226069716736,-0.0113796852529048,270.0294797797031,normal,carla
5.183288097381592,-0.0053715882822871,9.805103302001951,2.230705285910517e-05,0.0014226901112124,0.0029044214170426,270.03193864780434,normal,carla
2.174929618835449,0.0075682559981942,9.809803009033203,1.6912885030251346e-06,0.0044298716820776,-6.892877991049318e-06,270.03152883645413,normal,carla
-1.2523112297058103,-0.0055492585524916,9.810959815979004,6.60056684864685e-08,0.0043205241672694,3.686563559313072e-06,270.03152883645413,normal,carla
-2.590909719467163,-0.0113620702177286,9.80940055847168,-4.383025225251913e-05,0.0025282073765993,-0.0014087954768911,270.0262012889015,normal,carla
-2.622896432876587,-0.0038814106956124,9.808611869812012,4.044938032166101e-05,0.0007912742439657,0.0001546958519611,270.02423419442056,normal,carla
-1.6928932666778564,0.0032363226637244,9.808808326721191,-2.4303551526827505e-06,-0.0013826161157339,2.6534546123002656e-05,270.02461668501405,normal,carla
0.4067063629627228,0.0010849866084754,9.80929183959961,8.602946763858199e-07,-0.0032053072936832,4.636211485831154e-07,270.0246713265274,normal,carla
2.447012186050415,-0.0022911624982953,9.809196472167969,1.4252264008973723e-06,-0.0027659069746732,-5.870916083949851e-06,270.0246440057707,normal,carla
2.5883421897888184,0.0001495471224188,9.80967617034912,2.447791985105141e-06,-0.000371840695152,-4.790265393239679e-06,270.0246440057707,normal,carla
0.6445671319961548,0.000984490267001,9.810851097106934,5.352148377824051e-07,0.0019098684424534,9.581442128592245e-08,270.02461668501405,normal,carla
-1.3527717590332031,-0.0006583128124475,9.810324668884276,7.233041969811893e-07,0.0020439105574041,3.2897330584091837e-06,270.0246440057707,normal,carla
-2.164658546447754,-0.0003094435669481,9.809358596801758,-1.9041328869207066e-07,0.0009745933930389,4.153923782723723e-06,270.0246440057707,normal,carla
-1.7050909996032717,0.0019935183227062,9.809003829956056,1.2949735719303137e-06,-0.0007459463085979,2.4268083507195115e-06,270.0246713265274,normal,carla
-0.163733571767807,-0.0011695803841575,9.809374809265137,2.412198682577582e-06,-0.0024632734712213,-1.7920739310284262e-06,270.0246713265274,normal,carla
1.68610680103302,0.00053491583094,9.809430122375488,2.218857844127342e-07,-0.0025951969437301,-4.874078967986861e-06,270.0246713265274,normal,carla
2.230087757110596,-0.002196816727519,9.809704780578612,-3.650085886874877e-07,-0.000839491316583,-4.353454187366879e-06,270.0246440057707,normal,carla
0.9445207118988036,-0.0003945880162063,9.81056785583496,-8.053067404034664e-07,0.0012008743360638,-7.562195492027968e-07,270.0246440057707,normal,carla
-0.8824021816253662,0.0016397041035816,9.810516357421877,-2.2244921638048254e-07,0.0018143579363822,2.4011460482142866e-06,270.0246440057707,normal,carla
-1.8491724729537964,-0.000444927252829,9.809627532958984,-7.663129508728161e-08,0.0009728660224936,3.8349462556652725e-06,270.0246440057707,normal,carla
-1.547199010848999,0.0019257013918831,9.8092041015625,1.7047973415174056e-06,-0.0005443906411528,2.0060231236129766e-06,270.0246713265274,normal,carla
-0.253655195236206,-0.0011308279354125,9.809374809265137,1.4887643828842556e-06,-0.002052508527413,-1.0335089655200136e-06,270.0246713265274,normal,carla
1.3282923698425293,0.0006888495991006,9.809571266174316,-1.499886025158048e-06,-0.0022657793015241,-4.399646513775224e-06,270.0246713265274,normal,carla
1.8596099615097048,-0.0020378089975565,9.809825897216797,6.374777967721457e-07,-0.00087319558952,-3.741116188393789e-06,270.0246440057707,normal,carla
0.8892610669136047,-0.0003709518932737,9.81045627593994,1.5481905393244233e-06,0.0008439280209131,-1.1276396207904329e-06,270.0246440057707,normal,carla
-0.6297840476036072,0.0015311923343688,9.810462951660156,1.6156741367012728e-06,0.0014546951279044,1.66445158811257e-06,270.0246440057707,normal,carla
-1.486275315284729,-0.0006008406635373,9.809768676757812,-9.356823511552648e-07,0.0008052177145145,2.930811206169892e-06,270.0246440057707,normal,carla
-1.2892601490020752,0.0018148266244679,9.809408187866213,-5.878335400666401e-07,-0.0004532372113317,1.5916696156637045e-06,270.0246713265274,normal,carla
-0.2359566837549209,-0.001138363033533,9.809518814086914,6.00673502049176e-07,-0.0016682170098647,-1.3876135653845267e-06,270.0246713265274,normal,carla
1.0105689764022827,0.0008255601860582,9.809659004211426,-3.621380528784357e-09,-0.0018460139399394,-3.167748900523293e-06,270.0246713265274,normal,carla
1.4366116523742676,-0.0018562397453933,9.809950828552246,-8.37254560792644e-07,-0.0007795754354447,-3.148174073430709e-06,270.0246440057707,normal,carla
0.7088767886161804,0.0009564025094732,9.810370445251465,4.706329264081433e-07,0.0005479823448695,-8.649533356219763e-07,270.0246440057707,normal,carla
-0.4572910666465759,-0.0010429385583847,9.810351371765137,1.7614427179069023e-06,0.0010425527580082,1.2171915386716137e-06,270.0246440057707,normal,carla
-1.1284300088882446,0.0004953958559781,9.809874534606934,1.9726653590623755e-06,0.0005507115856744,1.8351405515204533e-06,270.0246440057707,normal,carla
-0.9487895369529724,0.0016683146823197,9.80960178375244,1.1842568028441749e-06,-0.0004324119654484,1.082278572539508e-06,270.0246713265274,normal,carla
-0.1556797921657562,-0.0011728095123544,9.8096284866333,1.3333328752196394e-07,-0.001319364295341,-9.094520123653638e-07,270.0246713265274,normal,carla
0.7379320859909058,0.0009432459482923,9.809782028198242,1.5102659745025449e-07,-0.0014032220933586,-2.720546490309061e-06,270.0246440057707,normal,carla
1.023657202720642,-0.0016793339746072,9.810026168823242,-1.1255663139309036e-06,-0.0006225621327757,-2.0420841337909224e-06,270.0246440057707,normal,carla
0.4809733927249908,0.0010541703086346,9.810275077819824,-1.9815718133031623e-06,0.0003111727128271,-8.543959211237961e-07,270.0246440057707,normal,carla
